Id,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
741,70,60,9600,OldTown,Norm,1Fam,2Story,7,1910,2002,Gable,0,0,264,264,GasA,Y,768,664,1432,0,0,2,0,TA,7,0,2,360,5,2007,WD,Abnorml,132000
742,20,65,6768,Sawyer,Feedr,1Fam,1Story,8,1961,1996,Hip,0,832,80,912,GasA,Y,912,0,912,1,1,1,0,Gd,5,0,1,288,5,2008,WD,Normal,142000
743,20,65,8450,SawyerW,Norm,1Fam,1Story,5,2000,2001,Gable,108,0,1349,1349,GasA,Y,1349,0,1349,0,0,2,0,TA,6,0,2,539,12,2007,WD,Normal,179000
744,80,70,12886,Sawyer,Norm,1Fam,SLvl,6,1963,1999,Gable,0,444,76,520,GasA,Y,1464,0,1464,0,1,2,0,TA,6,1,2,480,10,2009,WD,Normal,175000
745,120,41,5395,StoneBr,Norm,TwnhsE,1Story,5,1993,1993,Gable,0,733,604,1337,GasA,Y,1337,0,1337,1,0,2,0,Gd,5,1,2,462,10,2008,WD,Normal,180000
746,60,NA,8963,NWAmes,Norm,1Fam,2Story,9,1976,1996,Hip,289,575,487,1142,GasA,Y,1175,1540,2715,0,1,3,1,Gd,11,2,2,831,7,2008,WD,Normal,299800
747,60,NA,8795,Gilbert,Norm,1Fam,2Story,5,2000,2000,Gable,0,300,652,952,GasA,Y,980,1276,2256,0,0,2,1,Gd,8,1,2,554,4,2009,WD,Normal,236000
748,70,65,11700,OldTown,Norm,1Fam,2Story,7,1880,2003,Mansard,0,0,1240,1240,GasW,N,1320,1320,2640,0,0,1,1,Gd,8,1,4,864,5,2009,WD,Normal,265979
749,20,59,10593,NoRidge,Norm,1Fam,1Story,5,1996,1996,Hip,338,919,801,1720,GasA,Y,1720,0,1720,1,0,2,0,Gd,7,1,2,527,3,2010,WD,Normal,260400
750,50,50,8405,Edwards,Norm,1Fam,1.5Fin,3,1945,1950,Gable,0,0,0,0,Wall,N,1088,441,1529,0,0,2,0,TA,9,0,1,240,4,2009,WD,Normal,98000
751,50,55,8800,OldTown,Norm,1Fam,1.5Fin,7,1910,2004,Gable,0,0,576,576,GasA,Y,792,348,1140,0,0,1,0,TA,7,0,0,0,6,2010,WD,Normal,96500
752,60,NA,7750,Gilbert,RRAn,1Fam,2Story,5,2003,2003,Gable,0,0,660,660,GasA,Y,660,660,1320,0,0,2,1,Gd,6,0,2,400,8,2007,WD,Normal,162000
753,20,79,9236,CollgCr,Norm,1Fam,1Story,5,1997,1997,Gable,0,1200,279,1479,GasA,Y,1494,0,1494,1,0,2,0,Gd,6,0,2,576,7,2006,WD,Normal,217000
754,60,80,10240,NridgHt,Norm,1Fam,2Story,5,2005,2005,Gable,178,0,1030,1030,GasA,Y,1038,1060,2098,0,0,2,1,Ex,8,1,3,878,3,2006,WD,Normal,275500
755,20,61,7930,NAmes,Norm,1Fam,1Story,8,1969,2005,Gable,0,439,115,1026,GasA,Y,1026,0,1026,1,0,1,0,Gd,5,0,2,440,7,2009,WD,Normal,156000
756,160,34,3230,Somerst,Norm,TwnhsE,2Story,5,1999,1999,Gable,894,381,348,729,GasA,Y,742,729,1471,0,0,2,1,TA,6,0,2,440,3,2009,WD,Normal,172500
757,60,68,10769,CollgCr,Norm,1Fam,2Story,5,2007,2007,Gable,0,20,846,866,GasA,Y,866,902,1768,0,0,2,1,Gd,7,0,2,578,4,2009,WD,Normal,212000
758,60,NA,11616,Sawyer,Norm,1Fam,2Story,5,1978,1978,Hip,328,438,234,672,GasA,Y,672,714,1386,0,0,2,1,TA,6,1,2,440,4,2010,WD,Abnorml,158900
759,160,24,2280,Somerst,Norm,Twnhs,2Story,5,1999,1999,Gable,360,549,195,744,GasA,Y,757,744,1501,0,0,2,1,TA,6,0,2,440,8,2008,WD,Normal,179400
760,60,65,12257,NoRidge,Norm,1Fam,2Story,5,1995,1995,Gable,513,56,1198,1318,GasA,Y,1328,1203,2531,0,0,2,1,Gd,9,1,3,752,11,2007,WD,Normal,290000
761,20,70,9100,NAmes,Norm,1Fam,1Story,6,1959,1959,Hip,0,612,252,864,GasA,Y,864,0,864,0,0,1,0,TA,5,0,1,300,10,2009,WD,Normal,127500
762,30,60,6911,BrkSide,Feedr,1Fam,1Story,5,1924,1950,Gable,0,405,740,1145,GasA,Y,1301,0,1301,0,0,1,0,Fa,5,0,2,440,10,2009,WD,Normal,100000
763,60,72,8640,Somerst,Norm,1Fam,2Story,5,2009,2009,Gable,0,24,732,756,GasA,Y,764,783,1547,0,0,2,1,Gd,7,0,2,614,6,2010,Con,Normal,215200
764,60,82,9430,NoRidge,Norm,1Fam,2Story,5,1999,1999,Gable,673,1163,89,1252,GasA,Y,1268,1097,2365,1,0,2,1,Gd,8,1,3,856,7,2009,WD,Normal,337000
765,120,30,9549,Veenker,Norm,TwnhsE,1Story,5,1995,1996,Hip,0,437,0,1494,GasA,Y,1494,0,1494,1,0,1,1,Ex,6,1,2,481,4,2006,WD,Normal,270000
766,20,75,14587,Somerst,Norm,1Fam,1Story,5,2008,2008,Gable,284,0,1498,1498,GasA,Y,1506,0,1506,0,0,2,0,Ex,6,1,2,592,8,2008,New,Partial,264132
767,60,80,10421,NWAmes,Norm,1Fam,2Story,5,1988,1988,Gable,42,394,586,980,GasA,Y,980,734,1714,0,0,2,1,TA,7,1,2,496,3,2010,WD,Normal,196500
768,50,75,12508,Mitchel,Norm,1Fam,1.5Fin,7,1940,1985,Gable,0,660,323,983,GasA,Y,983,767,1750,1,0,2,0,TA,7,0,1,423,7,2008,WD,Normal,160000
769,20,70,9100,CollgCr,Norm,1Fam,1Story,5,2004,2005,Hip,0,24,1836,1860,GasA,Y,1836,0,1836,0,0,2,0,Gd,8,1,2,484,10,2006,WD,Normal,216837
770,60,47,53504,StoneBr,Norm,1Fam,2Story,5,2003,2003,Hip,603,1416,234,1650,GasA,Y,1690,1589,3279,1,0,3,1,Ex,12,1,3,841,6,2010,WD,Normal,538000
771,85,NA,7252,Sawyer,Norm,1Fam,SFoyer,5,1982,1982,Hip,0,685,173,858,GasA,Y,858,0,858,1,0,1,0,TA,5,0,2,576,4,2009,WD,Normal,134900
772,20,67,8877,Edwards,Norm,1Fam,1Story,5,1951,1951,Gable,0,836,0,836,GasA,Y,1220,0,1220,0,0,1,0,TA,6,0,2,396,4,2006,COD,Normal,102000
773,80,94,7819,Edwards,Norm,1Fam,SLvl,5,1976,1976,Gable,0,422,480,1029,GasA,Y,1117,0,1117,1,0,1,0,TA,6,1,2,672,3,2010,WD,Abnorml,107000
774,20,70,10150,NAmes,Feedr,1Fam,1Story,5,1958,1958,Gable,1,456,456,912,GasA,Y,912,0,912,0,0,1,0,TA,5,0,1,275,7,2007,COD,Normal,114500
775,20,110,14226,NridgHt,Norm,1Fam,1Story,5,2006,2006,Hip,375,0,1935,1935,GasA,Y,1973,0,1973,0,0,2,0,Gd,9,1,3,895,7,2007,New,Partial,395000
776,120,32,4500,Mitchel,Norm,TwnhsE,1Story,5,1998,1998,Hip,320,866,338,1204,GasA,Y,1204,0,1204,1,0,2,0,TA,5,0,2,412,6,2009,WD,Normal,162000
777,20,86,11210,CollgCr,Norm,1Fam,1Story,5,2005,2006,Gable,240,20,1594,1614,GasA,Y,1614,0,1614,0,0,2,0,Gd,7,0,3,865,7,2006,New,Partial,221500
778,20,100,13350,Sawyer,Norm,1Fam,1Story,5,1974,1974,Hip,0,762,102,864,GasA,Y,894,0,894,1,0,1,0,TA,5,1,2,440,6,2006,WD,Normal,142500
779,90,60,8400,SawyerW,Feedr,Duplex,1Story,5,1977,1977,Gable,320,0,0,0,GasA,Y,2020,0,2020,0,0,2,0,TA,10,2,2,630,10,2007,WD,Normal,144000
780,90,78,10530,Mitchel,Norm,Duplex,SFoyer,5,1977,1977,Gable,90,975,0,975,GasA,Y,1004,0,1004,1,0,1,0,TA,4,0,2,504,5,2006,WD,Normal,135000
781,20,63,7875,Gilbert,Norm,1Fam,1Story,5,1995,1996,Gable,38,0,1237,1237,GasA,Y,1253,0,1253,0,0,2,0,TA,6,1,2,402,6,2007,WD,Normal,176000
782,60,65,7153,SawyerW,Norm,1Fam,2Story,5,1992,1992,Gable,0,387,374,761,GasA,Y,810,793,1603,0,0,2,1,Gd,7,0,2,484,7,2006,WD,Normal,175900
783,20,67,16285,CollgCr,Norm,1Fam,1Story,5,2001,2002,Gable,0,0,1413,1413,GasA,Y,1430,0,1430,0,0,2,0,Gd,6,0,2,605,6,2009,WD,Normal,187100
784,85,NA,9101,Mitchel,Norm,1Fam,SFoyer,6,1978,1978,Gable,104,1097,0,1097,GasA,Y,1110,0,1110,1,0,1,0,Gd,4,1,2,602,7,2009,WD,Normal,165500
785,75,35,6300,OldTown,Norm,1Fam,2.5Unf,6,1914,2001,Gable,0,0,742,742,GasA,Y,742,742,1484,0,0,2,0,TA,9,1,0,0,6,2008,WD,Normal,128000
786,20,NA,9790,NWAmes,Feedr,1Fam,1Story,5,1967,1967,Gable,0,251,491,1372,GasA,Y,1342,0,1342,0,0,2,0,TA,7,1,2,457,9,2009,WD,Normal,161500
787,50,60,10800,OldTown,Artery,1Fam,1.5Fin,6,1915,1950,Gable,0,686,0,686,GasA,Y,966,686,1652,1,0,2,0,TA,7,0,1,416,6,2010,WD,Normal,139000
788,60,76,10142,SawyerW,Norm,1Fam,2Story,5,2004,2004,Gable,0,656,300,956,GasA,Y,956,1128,2084,1,0,2,1,Gd,8,0,2,618,1,2010,WD,Normal,233000
789,20,50,6000,OldTown,Norm,1Fam,1Story,7,1954,2000,Gable,0,0,901,901,GasA,Y,901,0,901,0,0,1,0,TA,4,0,1,281,8,2008,WD,Normal,107900
790,60,NA,12205,ClearCr,Norm,1Fam,2Story,8,1966,2007,Gable,157,568,264,832,GasA,Y,976,1111,2087,0,0,2,1,Gd,9,0,2,444,7,2007,WD,Normal,187500
791,120,43,3182,Blmngtn,Norm,TwnhsE,1Story,5,2005,2006,Gable,11,16,1129,1145,GasA,Y,1145,0,1145,0,0,2,0,Gd,5,1,2,397,9,2009,WD,Normal,160200
792,80,NA,11333,Mitchel,Norm,1Fam,SLvl,5,1976,1976,Gable,0,539,490,1029,GasA,Y,1062,0,1062,1,0,1,0,TA,5,2,2,539,5,2007,WD,Normal,146800
793,60,92,9920,NoRidge,Norm,1Fam,2Story,5,1996,1997,Gable,0,862,255,1117,GasA,Y,1127,886,2013,1,0,2,1,TA,8,1,2,455,6,2007,WD,Normal,269790
794,20,76,9158,Somerst,Norm,1Fam,1Story,5,2007,2007,Gable,140,0,1496,1496,GasA,Y,1496,0,1496,0,0,2,0,Gd,7,0,2,474,6,2007,New,Partial,225000
795,60,NA,10832,Gilbert,Norm,1Fam,2Story,5,1994,1996,Gable,0,0,712,712,GasA,Y,1086,809,1895,0,0,2,1,Gd,7,1,2,409,10,2008,WD,Normal,194500
796,60,70,8400,SawyerW,Norm,1Fam,2Story,6,1980,1981,Gable,130,0,650,650,GasA,Y,888,676,1564,0,0,2,1,TA,7,1,2,476,4,2010,WD,Normal,171000
797,20,71,8197,Sawyer,Norm,1Fam,1Story,5,1977,1977,Gable,148,0,660,660,GasA,Y,1285,0,1285,0,0,1,1,TA,7,1,2,528,4,2007,WD,Normal,143500
798,20,57,7677,NAmes,Norm,1Fam,1Story,5,1953,1953,Gable,0,570,203,773,GasA,Y,773,0,773,0,0,1,0,TA,4,0,1,240,4,2008,WD,Abnorml,110000
799,60,104,13518,NridgHt,Norm,1Fam,2Story,5,2008,2009,Hip,860,0,1926,1926,GasA,Y,1966,1174,3140,0,0,3,1,Ex,11,2,3,820,7,2009,New,Partial,485000
800,50,60,7200,SWISU,Feedr,1Fam,1.5Fin,7,1937,1950,Gable,252,569,162,731,GasA,Y,981,787,1768,1,0,1,1,Gd,7,2,1,240,6,2007,WD,Normal,175000
801,60,79,12798,ClearCr,Feedr,1Fam,2Story,5,1997,1997,Gable,0,462,154,616,GasA,Y,616,1072,1688,1,0,2,1,Gd,8,0,2,603,5,2008,WD,Normal,200000
802,30,40,4800,IDOTRR,Norm,1Fam,1Story,7,1916,1990,Gable,0,197,999,1196,GasA,Y,1196,0,1196,1,0,1,0,TA,5,0,2,440,7,2007,WD,Normal,109900
803,60,63,8199,CollgCr,Norm,1Fam,2Story,5,2005,2005,Gable,0,648,80,728,GasA,Y,728,728,1456,1,0,2,1,Gd,7,1,2,410,10,2008,WD,Normal,189000
804,60,107,13891,NridgHt,Norm,1Fam,2Story,5,2008,2009,Hip,424,0,1734,1734,GasA,Y,1734,1088,2822,0,0,3,1,Ex,12,1,3,1020,1,2009,New,Partial,582933
805,20,75,9000,NAmes,Norm,1Fam,1Story,5,1954,1954,Gable,0,812,124,936,GasA,Y,1128,0,1128,0,0,1,0,TA,5,0,1,286,6,2006,WD,Family,118000
806,20,91,12274,Somerst,Norm,1Fam,1Story,5,2008,2008,Gable,256,0,1417,1417,GasA,Y,1428,0,1428,0,0,2,0,Ex,6,0,2,554,7,2008,New,Partial,227680
807,80,75,9750,NAmes,Norm,1Fam,SLvl,5,1967,1967,Gable,0,400,100,980,GasA,Y,980,0,980,0,0,2,0,TA,6,0,1,384,10,2006,WD,Normal,135500
808,70,144,21384,BrkSide,Norm,1Fam,2Story,6,1923,2004,Gable,0,1309,15,1324,GasA,Y,1072,504,1576,2,0,1,1,Gd,6,1,2,528,5,2009,WD,Normal,223500
809,80,85,13400,NAmes,Norm,1Fam,SLvl,5,1966,1966,Gable,1047,516,380,1024,GasA,Y,1086,0,1086,1,0,1,0,TA,6,1,2,484,6,2006,WD,Normal,159950
810,75,90,8100,OldTown,Norm,1Fam,2.5Unf,5,1898,1965,Hip,0,0,849,849,GasA,N,1075,1063,2138,0,0,2,0,TA,11,0,2,360,11,2009,WD,Normal,106000
811,20,78,10140,NWAmes,Norm,1Fam,1Story,6,1974,1999,Hip,99,663,0,1040,GasA,Y,1309,0,1309,1,0,1,1,Gd,5,1,2,484,1,2006,WD,Normal,181000
812,120,NA,4438,CollgCr,Norm,TwnhsE,1Story,5,2004,2004,Gable,169,662,186,848,GasA,Y,848,0,848,1,0,1,0,Gd,4,1,2,420,6,2008,ConLD,Normal,144500
813,20,66,8712,IDOTRR,Norm,1Fam,1Story,5,1952,1952,Hip,0,0,540,540,GasA,N,1044,0,1044,0,0,1,0,Fa,4,0,2,504,6,2010,WD,Alloca,55993
814,20,75,9750,NAmes,Norm,1Fam,1Story,6,1958,1958,Gable,243,608,834,1442,GasA,Y,1442,0,1442,0,0,1,1,TA,7,0,1,301,4,2007,COD,Normal,157900
815,50,45,8248,Edwards,Norm,1Fam,1.5Fin,7,1918,1950,Gable,0,0,686,686,GasW,Y,686,564,1250,0,1,1,1,Fa,7,0,1,280,7,2006,WD,Normal,116000
816,20,48,12137,CollgCr,Norm,1Fam,1Story,5,1998,1998,Gable,442,0,1649,1649,GasA,Y,1661,0,1661,0,0,2,0,Gd,6,0,2,598,5,2010,WD,Normal,224900
817,20,NA,11425,NAmes,Norm,1Fam,1Story,6,1954,1954,Gable,0,486,522,1008,GasA,Y,1008,0,1008,0,0,1,0,TA,4,1,1,275,7,2006,WD,Normal,137000
818,20,NA,13265,Mitchel,Norm,1Fam,1Story,5,2002,2002,Hip,148,1218,350,1568,GasA,Y,1689,0,1689,1,0,2,0,Gd,7,2,3,857,7,2008,WD,Normal,271000
819,80,80,8816,ClearCr,Norm,1Fam,SLvl,7,1971,1971,Gable,80,504,506,1010,GasA,Y,1052,0,1052,1,0,1,0,TA,6,0,2,440,6,2010,WD,Normal,155000
820,120,44,6371,NridgHt,Norm,TwnhsE,1Story,5,2009,2010,Gable,128,733,625,1358,GasA,Y,1358,0,1358,1,0,2,0,Gd,6,1,2,484,6,2010,New,Partial,224000
821,60,72,7226,CollgCr,Norm,1Fam,2Story,5,2003,2003,Gable,0,0,798,798,GasA,Y,798,842,1640,0,0,2,1,Gd,6,0,2,595,6,2008,WD,Normal,183000
822,20,60,6000,OldTown,Norm,2fmCon,1Story,4,1953,1953,Gable,0,0,936,936,GasA,N,936,0,936,0,0,1,0,TA,4,0,2,576,2,2009,WD,Normal,93000
823,60,NA,12394,Gilbert,Norm,1Fam,2Story,5,2003,2003,Gable,0,0,847,847,GasA,Y,847,886,1733,0,0,2,1,Gd,7,1,2,433,10,2007,WD,Family,225000
824,50,60,9900,SWISU,Norm,1Fam,1.5Fin,7,1940,1950,Gable,0,0,778,778,GasA,Y,944,545,1489,0,0,2,0,TA,7,1,1,240,7,2009,WD,Normal,139500
825,20,81,11216,Somerst,Norm,1Fam,1Story,5,2006,2006,Gable,0,0,1489,1489,GasA,Y,1489,0,1489,0,0,2,0,Gd,7,1,2,776,6,2006,New,Partial,232600
826,20,114,14803,NridgHt,PosN,1Fam,1Story,5,2007,2008,Hip,816,1636,442,2078,GasA,Y,2084,0,2084,1,0,2,0,Ex,7,1,3,1220,6,2008,New,Partial,385000
827,45,50,6130,BrkSide,Norm,1Fam,1.5Unf,6,1924,1950,Gable,0,784,0,784,GasA,Y,784,0,784,1,0,1,0,Gd,5,0,0,0,5,2008,WD,Normal,109500
828,20,65,8529,SawyerW,Norm,1Fam,1Story,5,2001,2001,Gable,0,20,1434,1454,GasA,Y,1434,0,1434,0,0,2,0,Gd,6,1,2,527,4,2009,WD,Normal,189000
829,60,NA,28698,ClearCr,Norm,1Fam,2Story,5,1967,1967,Flat,0,249,0,1013,GasA,Y,1160,966,2126,0,1,2,1,TA,7,0,2,538,6,2009,WD,Abnorml,185000
830,160,24,2544,Somerst,Norm,Twnhs,2Story,5,2005,2005,Gable,0,0,600,600,GasA,Y,520,623,1223,0,0,2,1,Gd,4,0,2,480,7,2006,WD,Normal,147400
831,20,80,11900,NAmes,Norm,1Fam,1Story,5,1957,1957,Gable,387,1040,352,1392,GasA,Y,1392,0,1392,1,0,1,1,TA,6,2,2,458,6,2008,WD,Normal,166000
832,160,30,3180,Somerst,Norm,TwnhsE,2Story,5,2005,2005,Gable,0,0,600,600,GasA,Y,520,600,1200,0,0,2,1,Gd,4,0,2,480,6,2006,WD,Normal,151000
833,60,44,9548,CollgCr,Norm,1Fam,2Story,6,2003,2003,Gable,223,483,458,941,GasA,Y,941,888,1829,1,0,2,1,Gd,7,1,2,613,1,2010,WD,Normal,237000
834,20,100,10004,NAmes,Norm,1Fam,1Story,6,1964,1964,Gable,180,196,975,1516,GasA,Y,1516,0,1516,0,0,1,1,TA,6,0,2,472,2,2009,WD,Normal,167000
835,20,75,7875,NAmes,Norm,1Fam,1Story,6,1961,1961,Gable,136,572,572,1144,GasA,Y,1144,0,1144,1,0,1,0,TA,6,0,2,456,9,2008,WD,Normal,139950
836,20,60,9600,Sawyer,Norm,1Fam,1Story,7,1950,1995,Gable,0,442,625,1067,GasA,Y,1067,0,1067,0,0,2,0,Gd,4,0,2,436,2,2010,WD,Normal,128000
837,30,90,8100,OldTown,Norm,1Fam,1Story,6,1948,1973,Gable,0,338,1221,1559,GasA,Y,1559,0,1559,1,0,1,0,TA,5,0,2,812,6,2007,COD,Normal,153500
838,160,21,1680,BrDale,Norm,Twnhs,2Story,5,1973,1973,Gable,158,330,153,483,GasA,Y,483,504,987,1,0,1,1,TA,5,0,1,264,11,2008,WD,Normal,100000
839,20,75,9525,CollgCr,Norm,1Fam,1Story,6,1995,2006,Gable,0,0,1099,1099,GasA,Y,1099,0,1099,0,0,1,1,Gd,6,0,1,352,6,2008,WD,Normal,144000
840,50,70,11767,Edwards,Norm,1Fam,1.5Fin,6,1946,1995,Gable,0,352,416,768,GasA,Y,768,432,1200,0,0,1,0,TA,6,0,1,240,5,2008,WD,Normal,130500
841,70,NA,12155,SWISU,Norm,1Fam,2Story,8,1925,1950,Gable,0,156,516,672,GasA,N,810,672,1482,0,0,2,0,Fa,7,0,1,400,3,2008,WD,Normal,140000
842,70,60,10440,OldTown,Norm,1Fam,2Story,8,1904,2002,Gable,0,0,650,650,GasA,Y,958,581,1539,0,0,2,0,Gd,8,1,2,686,6,2008,WD,Normal,157500
843,80,82,9020,NAmes,Norm,1Fam,SLvl,7,1966,1966,Gable,183,312,276,1127,GasA,Y,1165,0,1165,1,0,1,1,TA,6,0,2,490,5,2008,WD,Normal,174900
844,90,80,8000,NAmes,Artery,Duplex,1Story,4,1961,1961,Gable,0,0,1800,1800,GasA,N,1800,0,1800,0,0,2,0,TA,10,0,0,0,7,2007,WD,Normal,141000
845,50,100,12665,OldTown,Artery,1Fam,1.5Fin,8,1915,1950,Gable,0,0,876,876,GasA,Y,876,540,1416,0,0,1,1,TA,7,1,3,720,6,2008,WD,Normal,153900
846,85,NA,16647,Sawyer,RRAe,1Fam,SFoyer,5,1975,1981,Gable,0,1390,0,1390,GasA,Y,1701,0,1701,1,0,2,0,TA,6,2,2,611,1,2007,WD,Normal,171000
847,60,75,9317,SawyerW,Norm,1Fam,2Story,5,1993,1993,Gable,137,513,227,740,GasA,Y,1006,769,1775,1,0,2,1,Gd,7,1,2,425,7,2009,WD,Normal,213000
848,20,36,15523,CollgCr,Norm,1Fam,1Story,6,1972,1972,Gable,0,460,404,864,GasA,Y,864,0,864,1,0,1,0,TA,5,1,1,338,8,2009,WD,Normal,133500
849,50,75,45600,ClearCr,Norm,1Fam,1.5Fin,8,1908,1997,Gable,0,0,907,907,GasA,Y,1307,1051,2358,0,0,3,0,TA,10,1,2,360,9,2008,WD,Normal,240000
850,80,80,9600,Veenker,Feedr,1Fam,SLvl,7,1976,1994,Hip,360,0,528,528,GasA,Y,1094,761,1855,0,0,2,1,TA,7,1,2,512,8,2007,WD,Normal,187000
851,120,36,4435,CollgCr,Norm,TwnhsE,1Story,5,2003,2003,Gable,170,659,189,848,GasA,Y,848,0,848,1,0,1,0,Gd,3,0,2,420,11,2007,WD,Normal,131500
852,120,NA,3196,Blmngtn,Norm,TwnhsE,1Story,5,2003,2003,Gable,40,0,1273,1273,GasA,Y,1456,0,1456,0,0,2,0,Gd,7,1,2,400,5,2006,WD,Normal,215000
853,75,53,7128,Crawfor,Norm,1Fam,2.5Unf,5,1941,1950,Gable,0,364,554,918,GasA,Y,918,728,1646,0,0,2,0,TA,7,2,1,240,8,2007,WD,Normal,164000
854,80,NA,12095,NAmes,Norm,1Fam,SLvl,6,1964,1964,Gable,115,564,563,1127,GasA,Y,1445,0,1445,0,0,1,1,TA,7,1,2,645,8,2009,WD,Normal,158000
855,20,102,17920,Sawyer,Norm,1Fam,1Story,4,1955,1974,Hip,0,306,372,1763,GasA,Y,1779,0,1779,1,0,1,1,TA,6,1,2,454,7,2006,WD,Abnorml,170000
856,20,NA,6897,Sawyer,Norm,1Fam,1Story,8,1962,2010,Gable,0,659,381,1040,GasA,Y,1040,0,1040,1,0,1,1,TA,6,0,1,260,4,2010,WD,Normal,127000
857,80,NA,10970,CollgCr,Norm,1Fam,SLvl,6,1978,1978,Gable,0,505,0,940,GasA,Y,1026,0,1026,1,0,1,0,TA,5,0,2,576,10,2008,WD,Normal,147000
858,60,65,8125,Gilbert,Norm,1Fam,2Story,5,1994,1995,Gable,0,0,702,702,GasA,Y,702,779,1481,0,0,2,1,TA,6,1,2,343,3,2009,WD,Normal,174000
859,20,80,10400,NWAmes,Norm,1Fam,1Story,5,1976,1976,Gable,189,0,1090,1090,GasA,Y,1370,0,1370,0,0,2,0,TA,6,1,2,479,6,2009,WD,Family,152000
860,60,NA,11029,NWAmes,PosA,1Fam,2Story,7,1968,1984,Gable,220,619,435,1054,GasA,Y,1512,1142,2654,1,0,2,1,Gd,9,1,2,619,8,2006,WD,Normal,250000
861,50,55,7642,Crawfor,Norm,1Fam,1.5Fin,8,1918,1998,Gable,0,0,912,912,GasA,Y,912,514,1426,0,0,1,1,Gd,7,1,1,216,6,2007,WD,Normal,189950
862,190,75,11625,Sawyer,Norm,2fmCon,1Story,4,1965,1965,Hip,0,841,198,1039,GasA,Y,1039,0,1039,1,0,1,1,TA,6,0,2,504,4,2010,WD,Normal,131500
863,20,81,9672,SawyerW,Norm,1Fam,1Story,5,1984,1985,Hip,0,338,702,1040,GasA,Y,1097,0,1097,0,0,2,0,TA,6,0,2,480,5,2010,WD,Normal,152000
864,20,70,7931,NAmes,Norm,1Fam,1Story,5,1959,1959,Hip,0,1148,0,1148,GasA,Y,1148,0,1148,1,0,1,0,TA,6,0,1,672,7,2009,WD,Normal,132500
865,20,72,8640,Somerst,Norm,1Fam,1Story,5,2007,2008,Gable,0,0,1372,1372,GasA,Y,1372,0,1372,0,0,2,0,Gd,6,0,2,529,5,2008,New,Partial,250580
866,20,NA,8750,NAmes,Norm,1Fam,1Story,6,1970,1970,Gable,76,828,174,1002,GasA,Y,1002,0,1002,1,0,1,0,TA,5,0,2,902,8,2009,WD,Normal,148500
867,20,67,10656,Timber,Norm,1Fam,1Story,5,2006,2007,Gable,274,0,1638,1638,GasA,Y,1646,0,1646,0,0,2,0,Gd,6,1,3,870,11,2007,New,Partial,248900
868,20,85,6970,Sawyer,Feedr,1Fam,1Story,5,1961,1961,Gable,0,932,108,1040,GasA,Y,1120,0,1120,1,0,1,1,Fa,5,0,2,544,5,2007,WD,Normal,129000
869,60,NA,14762,Gilbert,Feedr,1Fam,2Story,6,1948,1950,Gable,0,0,0,0,GasA,Y,1547,720,2320,0,0,2,0,TA,7,1,2,672,5,2006,WD,Normal,169000
870,60,80,9938,SawyerW,Norm,1Fam,2Story,5,1993,1994,Gable,246,750,300,1050,GasA,Y,1062,887,1949,1,0,2,1,Gd,8,1,2,574,6,2010,WD,Normal,236000
871,20,60,6600,NAmes,PosN,1Fam,1Story,5,1962,1962,Hip,0,0,894,894,GasA,N,894,0,894,0,0,1,0,TA,5,0,1,308,8,2009,WD,Normal,109500
872,60,70,8750,CollgCr,Norm,1Fam,2Story,5,1998,1998,Gable,116,505,299,804,GasA,Y,804,878,1682,0,0,2,1,Gd,7,0,2,523,6,2010,WD,Normal,200500
873,20,74,8892,NAmes,Norm,1Fam,1Story,7,1953,1996,Gable,0,0,105,105,GasA,Y,910,0,910,0,0,1,0,Gd,5,0,2,414,10,2008,WD,Normal,116000
874,40,60,12144,NAmes,Norm,1Fam,1Story,7,1949,1950,Gable,0,375,457,832,GasA,Y,1036,0,1268,0,0,1,0,TA,6,1,1,288,9,2009,WD,Normal,133000
875,50,52,5720,OldTown,Artery,1Fam,1.5Fin,6,1941,1950,Gable,0,0,676,676,GasA,Y,676,455,1131,0,0,1,1,TA,5,0,1,200,8,2009,WD,Abnorml,66500
876,60,75,9000,Somerst,Norm,1Fam,2Story,5,2007,2007,Gable,0,64,1120,1184,GasA,Y,1184,1426,2610,0,0,2,1,Ex,11,1,2,550,8,2007,New,Partial,303477
877,20,94,25286,Mitchel,Norm,1Fam,1Story,5,1963,1963,Gable,0,633,431,1064,GasA,Y,1040,0,1040,1,0,1,0,TA,5,0,2,648,1,2007,WD,Normal,132250
878,60,74,8834,NridgHt,Norm,1Fam,2Story,5,2004,2005,Hip,216,1170,292,1462,GasA,Y,1462,762,2224,1,0,2,1,Ex,10,1,3,738,6,2009,WD,Normal,350000
879,85,88,11782,Sawyer,Norm,1Fam,SFoyer,7,1961,1995,Gable,0,899,210,1109,GasA,Y,1155,0,1155,1,0,1,0,Gd,6,0,2,576,6,2010,WD,Normal,148000
